carid,pushDate,pushPrice,updatePriceTimeJson,pullDate,withdrawDate,展销时间,品牌 id,车系 id,车型 id,里程,车辆颜色,车辆所在城市 id,国标码,过户次数,载客人数,注册日期,上牌日期,国别,厂商类型,年款,排量,变速箱,燃油类型,新车价,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,target,成交周期
7421,2020-06-29,7.2,"{""2020-07-09"": ""6.9""}",2020-07-18,2020-07-18,2020-07-09,50,180,703,7.55,3,1,2.0,3,5,2009-12-01,2010-02-04,,,2010.0,2.5,17.0,1,26.98,1.0,5,2,218.0,54,1,2020-06-15,,,,1+2,4560*1780*1700,200912.0,2,,6.9,19.0
10519,2020-01-14,26.8,{},2020-03-11,2020-03-11,2020-01-14,18,33,2829,0.81,1,15,4.0,1,5,2019-03-01,2019-06-20,,,2018.0,2.0,13.0,1,31.68,1.0,6,2,153.0,23,2,2018-12-09,,,,1+2,4650*1811*1454,201709.0,1,,26.8,57.0
25822,2020-08-06,9.5,{},2020-10-20,2020-10-20,2020-08-06,12,71,5347,4.9,1,17,1.0,1,5,2018-01-01,2018-02-22,779415.0,2.0,2016.0,1.0,11.0,1,12.79,1.0,2,2,773.0,13,2,2019-06-13,2.0,4.0,3.0,1+2,4649*1800*1416,201611.0,1,,9.5,75.0
49796,2021-07-11,30.88,{},2021-07-11,2021-07-11,2021-07-11,42,714,9123,13.25,8,19,2.0,0,4,2010-11-01,2011-02-14,779412.0,3.0,2010.0,3.6,7.0,1,115.3,1.0,16,2,,43,4,,1.0,5.0,2.0,1+2,4970*1931*1418,201011.0,1,,30.88,0.0
62495,2020-11-18,13.5,{},2021-01-18,2021-01-18,2020-11-18,23,77,11017,4.15,1,7,1.0,0,7,2018-05-01,2018-09-17,779419.0,2.0,2017.0,2.0,3.0,1,23.98,1.0,3,7,,25,1,,2.0,5.0,2.0,1+2,4730*1880*1686,201609.0,1,2100-12-31,13.5,61.0
42277,2020-05-29,5.8,{},2020-06-09,2020-06-09,2020-05-29,18,300,1286,11.06,1,14,2.0,0,5,2009-10-01,2009-12-30,779412.0,3.0,2008.0,2.0,3.0,1,28.8,1.0,2,2,79.0,20,3,,1.0,5.0,2.0,1+2,4239*1748*1421,,2,,5.8,11.0
4385,2021-04-23,21.88,"{""2021-06-18"": ""18.98""}",2021-06-22,2021-06-22,2021-06-18,18,45,1813,14.88,5,19,2.0,0,5,2012-08-01,2014-06-27,779412.0,3.0,2013.0,3.0,13.0,1,67.4,1.0,8,2,311.0,20,9,,1.0,5.0,3.0,3+2,4907*1860*1498,201212.0,1,,18.98,60.0
68865,2021-03-14,16.5,{},2021-03-15,2021-03-15,2021-03-14,11,63,11923,5.08,1,1,1.0,0,5,2015-09-01,2015-10-16,779412.0,2.0,2015.0,2.0,2.0,1,33.29,1.0,6,2,,12,2,,2.0,4.0,3.0,1+2,4761*1826*1439,201406.0,1,,16.5,1.0
21612,2020-08-29,8.48,"{""2020-09-04"": ""8.2""}",2020-09-05,2020-09-05,2020-09-04,18,136,4730,16.12,4,14,2.0,1,5,2012-03-01,2012-04-01,779412.0,2.0,2012.0,2.0,3.0,1,31.9,1.0,5,2,122.0,23,1,2019-06-01,1.0,5.0,2.0,1+2,4469*1798*1583,201203.0,2,,8.2,7.0
9351,2020-05-23,9.8,"{""2020-05-29"": ""9.4""}",2020-06-23,2020-06-23,2020-05-29,20,127,343,6.69,2,1,2.0,1,5,2011-11-01,2011-12-26,779412.0,2.0,2011.0,1.6,21.0,1,30.8,1.0,6,2,,21,2,2020-05-20,4.0,4.0,3.0,1+2,4591*1770*1444,201107.0,2,,9.4,31.0
39625,2021-06-06,0.88,{},2021-07-19,2021-07-19,2021-06-06,57,802,7529,16.53,5,14,2.0,1,5,2010-11-01,2010-12-22,779413.0,1.0,2011.0,1.5,6.0,1,6.39,1.0,2,2,40.0,63,3,2017-01-20,1.0,5.0,2.0,1,4320*1804*1620,201102.0,2,,0.88,43.0
67354,2021-04-17,11.98,{},2021-04-23,2021-04-23,2021-04-17,44,201,11744,0.68,1,1,4.0,0,5,2020-02-01,2020-10-29,779416.0,2.0,2020.0,1.3,16.0,1,17.58,1.0,5,2,794.0,46,1,,2.0,5.0,,1+2,4415*1819*1635,202003.0,1,,11.98,6.0
73892,2021-02-05,6.5,{},2021-02-20,2021-02-20,2021-02-05,66,438,12690,11.35,2,17,2.0,3,5,2011-04-01,2011-06-03,779416.0,2.0,2011.0,2.0,3.0,1,43.88,1.0,8,2,,75,2,2020-04-20,2.0,4.0,3.0,3+2,5120*1845*1505,201012.0,1,,6.5,15.0
14256,2020-03-30,19.7,"{""2020-03-31"": ""19.4""}",2020-04-15,2020-04-15,2020-03-31,11,205,1213,1.48,1,3,1.0,0,5,2019-02-01,2019-05-08,,,2018.0,1.4,32.0,1,28.87,1.0,5,2,,12,1,,,,,1+2,4398*1841*1591,201712.0,2,,19.4,16.0
43484,2020-11-04,1.6,{},2020-12-01,2020-12-01,2020-11-04,7,115,8181,18.38,5,17,2.0,3,5,2009-03-01,2009-03-30,779415.0,2.0,2009.0,1.6,6.0,1,8.58,1.0,4,2,68.0,7,3,2019-06-19,1.0,5.0,2.0,1,4178*1690*1565,200912.0,2,,1.6,27.0
47471,2020-07-19,2.38,{},2020-09-02,2020-09-02,2020-07-19,12,21,8769,24.24,3,5,5.0,8,5,2006-11-01,2006-12-19,779415.0,2.0,2004.0,1.5,11.0,1,11.68,1.0,4,2,226.0,16,3,2020-05-08,1.0,5.0,2.0,1,3845*1675*1535,,1,,2.38,45.0
61003,2020-10-10,17.6,{},2020-10-17,2020-10-17,2020-10-10,17,592,10780,3.54,1,14,1.0,0,7,2018-10-01,2018-12-11,,,2018.0,2.0,32.0,2,25.99,1.0,3,2,325.0,19,1,,,,,1+2,4870*1950*1725,201806.0,1,,17.6,7.0
66850,2021-05-13,18.88,{},2021-06-12,2021-06-12,2021-05-13,11,238,958,14.08,1,14,1.0,0,5,2014-12-01,2015-03-02,779412.0,2.0,2015.0,2.0,13.0,1,38.76,1.0,3,2,,12,1,,2.0,5.0,2.0,1+2,4629*1898*1655,201412.0,2,,18.88,30.0
70819,2021-06-04,6.0,"{""2021-06-07"": ""5.5""}",2021-06-07,2021-06-07,2021-06-07,30,640,12199,26.16,2,19,2.0,0,7,2009-06-01,2009-11-27,779418.0,3.0,2009.0,2.5,21.0,1,67.8,,11,2,783.0,68,1,,2.0,5.0,2.0,1+2,4807*1898*1784,,2,,5.5,3.0
40937,2021-05-29,2.68,{},2021-05-30,2021-05-30,2021-05-29,17,480,7751,2.79,1,17,1.0,0,5,2015-12-01,2016-05-03,779412.0,2.0,2015.0,1.5,10.0,2,21.98,1.0,2,2,19.0,19,2,,1.0,4.0,3.0,3+2,4740*1770*1480,201505.0,2,,2.68,1.0
51957,2020-10-31,8.99,{},2020-11-14,2020-11-14,2020-10-31,17,843,9478,1.94,1,17,1.0,0,5,2018-06-01,2018-09-19,779413.0,1.0,2017.0,1.5,32.0,2,21.59,1.0,5,2,19.0,19,1,,2.0,5.0,2.0,1+2,4565*1870*1700,201704.0,1,,8.99,14.0
903,2021-04-13,0.7,{},2021-04-29,2021-04-29,2021-04-13,29,358,816,9.13,2,3,3.0,0,5,2009-04-01,2009-05-06,779413.0,1.0,2008.0,1.5,6.0,1,7.08,1.0,2,2,284.0,31,2,,1.0,4.0,3.0,1,4405*1700*1415,201012.0,2,,0.7,16.0
48682,2021-04-21,22.5,{},2021-05-10,2021-05-10,2021-04-21,3,276,8948,5.7,7,35,1.0,0,4,2015-10-01,2016-06-21,779416.0,3.0,,2.3,3.0,1,39.98,1.0,13,2,,81,7,,2.0,2.0,2.0,1+2,4784*1916*1387,201501.0,1,,22.5,19.0
15962,2020-04-27,26.6,{},2020-05-07,2020-05-07,2020-04-27,11,238,3729,3.06,2,13,1.0,1,5,2018-08-01,2018-11-07,,,2018.0,2.0,13.0,1,42.37,1.0,3,2,,12,1,2018-12-26,,,,1+2,4629*1898*1655,201805.0,1,,26.6,10.0
5049,2020-08-26,6.58,{},2021-02-03,2021-02-03,2020-08-26,84,416,1946,0.01,1,32,1.0,1,7,2019-01-01,2020-05-11,,,2018.0,1.6,6.0,1,8.29,,14,2,,28,6,2020-07-10,,,,1,4810*1795*1750,201801.0,1,,6.58,161.0
18506,2020-04-22,79.88,{},2020-05-13,2020-05-13,2020-04-22,2,498,4167,6.75,2,1,1.0,0,7,2017-09-01,2018-02-02,,,2018.0,3.5,3.0,1,80.9,1.0,10,2,239.0,45,6,,,,,1+2,4925*1850*1890,201709.0,2,,79.88,21.0
40373,2020-04-17,4.5,{},2020-06-01,2020-06-01,2020-04-17,54,529,7683,11.25,1,1,2.0,1,5,2013-01-01,2013-02-07,779415.0,2.0,2012.0,1.8,5.0,1,14.38,1.0,2,2,411.0,31,2,2017-10-17,1.0,4.0,3.0,1,4570*1760*1490,201206.0,2,,4.5,45.0
17695,2020-04-18,10.5,{},2020-04-19,2020-04-19,2020-04-18,49,158,206,3.35,2,1,1.0,0,7,2016-06-01,2016-11-09,779416.0,3.0,2016.0,2.4,3.0,1,29.99,1.0,3,2,,53,1,,1.0,5.0,2.0,1+2,4910*1878*1751,201603.0,2,,10.5,1.0
60485,2020-01-05,12.0,{},2020-05-11,2020-05-11,2020-01-05,11,15,802,12.11,2,1,2.0,2,5,2011-12-01,2012-01-20,779412.0,2.0,2011.0,2.0,20.0,1,41.52,1.0,8,2,,12,2,2019-12-26,2.0,4.0,3.0,1+2,5035*1855*1485,201101.0,1,,12.0,127.0
17333,2020-05-06,14.8,"{""2020-05-09"": ""13.3""}",2020-05-11,2020-05-11,2020-05-09,20,95,3946,15.61,2,1,2.0,0,5,2011-07-01,2011-11-01,779412.0,2.0,2011.0,3.0,15.0,1,59.6,1.0,8,2,,21,2,,1.0,4.0,3.0,3+2,5012*1855*1464,201109.0,2,,13.3,5.0
21811,2020-10-16,28.8,{},2020-10-21,2020-10-21,2020-10-16,11,15,4753,2.96,2,1,1.0,0,5,2018-09-01,2018-11-02,779412.0,2.0,2018.0,2.0,31.0,1,44.5,1.0,8,2,,12,2,,2.0,4.0,3.0,"1+2,4+2",5036*1874*1466,201708.0,2,,28.8,5.0
3980,2021-07-27,13.88,{},2021-08-14,2021-08-14,2021-07-27,18,33,1739,10.16,1,1,2.0,1,5,2012-09-01,2012-11-05,779412.0,2.0,2013.0,2.0,13.0,1,39.9,1.0,6,2,34.0,23,2,2021-07-19,2.0,4.0,3.0,1+2,4734*1811*1455,201207.0,1,,13.88,18.0
34585,2020-05-07,6.8,{},2020-05-13,2020-05-13,2020-05-07,2,10,744,1.85,1,4,1.0,0,5,2017-04-01,2017-05-25,779415.0,2.0,2017.0,1.5,2.0,1,8.78,1.0,4,2,137.0,2,2,,1.0,4.0,3.0,1,4420*1700*1490,201609.0,2,,6.8,6.0
60676,2021-03-04,8.8,{},2021-03-05,2021-03-05,2021-03-04,8,14,10723,5.76,5,1,1.0,1,5,2017-09-01,2017-11-09,779412.0,2.0,2018.0,1.6,3.0,1,14.78,1.0,2,2,195.0,8,2,2020-08-28,1.0,4.0,3.0,1+2,4655*1780*1453,201710.0,1,,8.8,1.0
48849,2020-08-08,14.3,{},2020-09-18,2020-09-18,2020-08-08,2,427,8983,32.62,1,24,3.0,2,8,2006-06-01,2006-09-22,779415.0,3.0,2004.0,2.7,4.0,1,41.2,1.0,11,2,350.0,45,1,2018-04-12,1.0,5.0,2.0,1,4850*1875*1865,,1,,14.3,41.0
703,2021-07-01,0.6,{},2021-07-02,2021-07-02,2021-07-01,17,213,651,9.89,5,3,2.0,1,5,2012-06-01,2012-11-07,779413.0,1.0,2013.0,1.5,6.0,4,6.68,1.0,2,2,247.0,19,2,2016-02-29,1.0,4.0,3.0,1,4533*1705*1490,201401.0,1,,0.6,1.0
42035,2020-02-27,6.88,"{""2020-05-28"": ""6.58""}",2020-08-04,2020-08-04,2020-05-28,9,474,7941,5.31,3,8,1.0,0,5,2017-04-01,2017-06-29,779413.0,1.0,,1.5,31.0,1,9.88,1.0,1,2,85.0,9,1,,2.0,5.0,2.0,1,4195*1772*1638,201611.0,2,,6.58,159.0
51889,2021-07-10,21.0,{},2021-07-12,2021-07-12,2021-07-10,66,932,9481,1.22,3,15,4.0,0,5,2020-09-01,2020-09-24,779416.0,2.0,2020.0,2.0,29.0,1,29.97,1.0,6,2,172.0,75,2,,2.0,4.0,,1+2,4924*1883*1453,201911.0,1,,21.0,2.0
35615,2021-01-15,3.3,{},2021-03-02,2021-03-02,2021-01-15,2,2,6908,17.06,5,5,3.0,1,5,2007-10-01,2007-11-06,779415.0,2.0,2007.0,1.8,4.0,1,15.98,1.0,2,2,88.0,2,2,2015-10-30,1.0,4.0,3.0,1+2,4540*1760*1490,,1,,3.3,46.0
29129,2021-04-18,7.3,{},2021-04-27,2021-04-27,2021-04-18,8,39,434,6.65,5,19,2.0,2,5,2011-11-01,2012-03-23,779412.0,2.0,2012.0,1.8,3.0,1,27.18,,5,2,,10,1,2019-04-03,2.0,5.0,2.0,1+2,4525*1809*1685,201112.0,1,,7.3,9.0
20235,2020-12-12,9.98,{},2020-12-31,2020-12-31,2020-12-12,12,53,4469,6.41,2,7,2.0,1,5,2012-06-01,2012-08-20,779415.0,2.0,2012.0,2.0,22.0,1,21.78,1.0,5,2,42.0,13,1,2016-10-31,1.0,5.0,2.0,1+2,4550*1820*1685,201202.0,1,,9.98,19.0
70242,2020-07-16,16.9,"{""2020-07-17"": ""16.6"", ""2020-08-07"": ""16.5""}",2020-08-17,2020-08-17,2020-08-07,46,544,12122,8.51,1,3,2.0,1,5,2014-06-01,2014-09-23,779411.0,3.0,2015.0,2.0,13.0,1,61.0,1.0,8,2,,115,2,2016-05-13,2.0,4.0,3.0,3+2,4961*1877*1460,201408.0,2,,16.5,32.0
9908,2021-02-24,16.98,"{""2021-03-02"": ""16.5"", ""2021-03-04"": ""16.8""}",2021-03-12,2021-03-12,2021-03-04,15,174,2747,2.34,1,14,1.0,1,7,2019-01-01,2019-05-06,779413.0,1.0,2018.0,2.0,3.0,1,18.98,1.0,10,2,97.0,17,6,2021-01-18,2.0,5.0,,1+2,5066*1923*1822,201712.0,2,,16.8,16.0
4185,2021-03-25,44.5,{},2021-03-29,2021-03-29,2021-03-25,20,95,1756,3.11,2,1,4.0,0,5,2019-01-01,2019-02-14,779412.0,2.0,2019.0,2.0,19.0,1,49.28,1.0,8,2,91.0,21,2,,,,,3+2,5065*1860*1476,201809.0,1,,44.5,4.0
24274,2020-07-10,7.45,{},2020-07-22,2020-07-22,2020-07-10,9,111,5121,3.11,1,13,1.0,0,5,2017-12-01,2018-01-18,,,2017.0,1.5,31.0,1,12.6,1.0,5,2,186.0,9,1,,,,,1+2,4600*1860*1720,201711.0,1,,7.45,12.0
10072,2021-04-28,10.8,{},2021-05-10,2021-05-10,2021-04-28,3,133,487,4.84,1,7,1.0,0,5,2016-01-01,2016-04-08,779416.0,2.0,2013.0,2.0,3.0,1,22.28,1.0,6,2,,3,2,,2.0,4.0,3.0,1+2,4860*1854*1480,201308.0,1,2045-04-28,10.8,12.0
323,2021-06-30,0.42,{},2021-06-30,2021-06-30,2021-06-30,56,206,309,8.66,9,3,2.0,0,5,2012-01-01,2012-06-08,779413.0,1.0,2009.0,3.2,6.0,3,6.78,1.0,9,2,,62,5,,2.0,4.0,,,5015*1725*1690,201202.0,2,,0.42,0.0
44583,2020-05-04,51.5,{},2020-06-04,2020-06-04,2020-05-04,27,382,8314,11.55,1,1,1.0,2,5,2015-10-01,2016-01-15,779411.0,3.0,2016.0,3.0,13.0,1,92.8,1.0,11,2,,29,1,2020-04-17,4.0,5.0,2.0,3+2,4829*1915*1882,201512.0,2,,51.5,31.0
34658,2020-09-20,27.8,"{""2020-09-22"": ""26.5""}",2020-09-25,2020-09-25,2020-09-22,20,179,6768,11.34,2,1,2.0,4,5,2012-10-01,2013-01-18,779412.0,3.0,2012.0,3.0,15.0,1,93.0,1.0,16,2,,48,2,2020-09-20,1.0,4.0,3.0,3+2,5230*1871*1485,201206.0,1,,26.5,5.0
1243,2021-07-09,3.3,{},2021-07-19,2021-07-19,2021-07-09,6,265,1083,3.39,5,5,1.0,0,5,2018-06-01,2018-08-06,779413.0,1.0,2017.0,1.5,4.0,1,6.19,1.0,1,2,87.0,6,1,,1.0,5.0,2.0,1,4005*1760*1575,201708.0,2,,3.3,10.0
18121,2020-06-19,6.98,"{""2020-06-26"": ""6.6"", ""2020-06-30"": ""6.35""}",2020-07-01,2020-07-01,2020-06-30,5,148,4095,1.85,3,19,1.0,0,5,2016-10-01,2016-11-11,779416.0,2.0,2016.0,1.4,3.0,1,14.99,1.0,1,2,,5,1,,2.0,5.0,2.0,1+2,4278*1781*1648,201606.0,1,,6.35,12.0
25746,2020-12-06,23.8,{},2020-12-20,2020-12-20,2020-12-06,11,63,5334,1.53,1,1,1.0,0,5,2019-01-01,2019-01-25,,,2019.0,2.0,31.0,1,30.08,1.0,6,2,50.0,12,2,,,,,1+2,4837*1843*1432,201810.0,1,,23.8,14.0
17102,2020-04-11,23.8,"{""2020-04-25"": ""22""}",2020-05-08,2020-05-08,2020-04-25,54,871,3918,11.52,1,55,2.0,3,5,2009-01-01,2009-03-26,,,2008.0,2.0,32.0,1,50.8,1.0,2,2,403.0,60,2,2013-08-30,,,,1,4510*1810*1480,200810.0,1,,22.0,27.0
47162,2020-09-08,7.8,{},2020-09-16,2020-09-16,2020-09-08,2,187,1012,12.24,2,17,2.0,0,5,2011-06-01,2011-08-10,779415.0,2.0,2009.0,2.4,4.0,1,24.68,1.0,5,2,66.0,2,1,,1.0,5.0,2.0,1+2,4630*1855*1720,200904.0,2,,7.8,8.0
1137,2021-07-30,10.8,{},2021-08-25,2021-08-25,2021-07-30,12,71,86,6.22,1,2,1.0,1,5,2018-05-01,2018-06-26,779415.0,2.0,2016.0,1.5,11.0,1,13.99,1.0,2,2,57.0,13,2,2020-06-02,2.0,4.0,3.0,1+2,4649*1800*1416,201604.0,2,,10.8,26.0
69061,2020-06-19,19.9,"{""2020-06-20"": ""19.85""}",2020-08-13,2020-08-13,2020-06-20,11,15,844,16.71,2,18,2.0,1,5,2014-02-01,2014-04-16,779412.0,2.0,2014.0,2.0,2.0,1,40.98,1.0,8,2,,12,2,2018-12-24,2.0,4.0,3.0,"1+2,4+2",5015*1874*1455,201401.0,2,2099-12-31,19.85,55.0
42257,2020-11-19,6.9,{},2021-02-07,2021-02-07,2020-11-19,18,300,1286,6.14,4,15,2.0,0,5,2010-12-01,2011-02-25,779412.0,3.0,2008.0,2.0,3.0,1,28.8,1.0,2,2,79.0,20,3,,1.0,5.0,2.0,1+2,4239*1748*1421,,1,,6.9,80.0
38264,2021-02-25,13.3,"{""2021-03-10"": ""12.5""}",2021-03-20,2021-03-20,2021-03-10,19,26,7290,1.73,3,3,4.0,0,5,2020-04-01,2020-04-30,779413.0,1.0,2019.0,2.0,14.0,1,13.98,1.0,9,2,21.0,9,5,,2.0,4.0,,1,5410*1934*1886,201909.0,2,2035-04-30,12.5,23.0
49606,2020-07-21,4.25,"{""2020-08-06"": ""3.98""}",2020-08-26,2020-08-26,2020-08-06,25,344,9082,1.88,1,15,1.0,0,5,2017-06-01,2017-12-03,779413.0,1.0,2016.0,1.6,6.0,1,7.19,1.0,2,2,269.0,28,3,,1.0,5.0,3.0,1,4425*1815*1505,201607.0,2,,3.98,36.0
29051,2020-11-10,20.98,"{""2020-11-16"": ""19.8799""}",2020-11-17,2020-11-17,2020-11-16,8,400,5910,16.5,2,17,2.0,0,5,2012-07-01,2012-10-30,,,2011.0,3.0,13.0,3,69.5,1.0,11,2,,58,1,,,,,1+2,4795*1940*1709,201012.0,2,,19.8799,7.0
24779,2021-06-30,14.3,{},2021-07-07,2021-07-07,2021-06-30,68,271,5184,2.47,4,1,1.0,0,5,2018-09-01,2018-10-26,0.0,1.0,2018.0,2.3,3.0,1,19.98,1.0,5,2,202.0,78,1,,2.0,4.0,,1,4645*1925*1871,201808.0,1,,14.3,7.0
48664,2021-01-29,43.68,"{""2021-02-01"": ""43.28"", ""2021-02-20"": ""42.98""}",2021-03-18,2021-03-18,2021-02-20,18,666,8947,2.6,3,7,4.0,1,2,2018-12-01,2019-07-17,779412.0,3.0,2019.0,2.0,13.0,1,48.88,1.0,13,2,221.0,20,13,2020-12-09,2.0,2.0,,1+2,4336*1867*1322,201904.0,1,,42.98,48.0
18179,2021-01-02,5.2,"{""2021-01-03"": ""6.8"", ""2021-01-04"": ""4.98""}",2021-01-12,2021-01-12,2021-01-04,89,880,4113,5.31,6,1,2.0,1,5,2013-12-01,2014-08-08,779414.0,3.0,2013.0,2.0,11.0,1,17.38,1.0,2,2,,110,2,2020-05-02,1.0,4.0,3.0,1+2,4618*1813*1488,201304.0,1,,4.98,10.0
45429,2020-03-24,3.0,"{""2020-03-28"": ""2.8""}",2020-03-30,2020-03-30,2020-03-28,12,21,8475,7.96,5,61,2.0,0,5,2012-07-01,2012-08-17,779415.0,2.0,2011.0,1.3,6.0,1,7.98,1.0,4,2,52.0,16,3,,1.0,5.0,2.0,1+2,3900*1695*1525,201103.0,1,2050-03-24,2.8,6.0
73635,2021-01-24,2.5,{},2021-02-20,2021-02-20,2021-01-24,3,194,12639,10.36,3,14,3.0,0,5,2010-01-01,2010-03-31,779416.0,2.0,2009.0,1.5,17.0,1,10.89,1.0,4,2,183.0,3,3,,1.0,5.0,2.0,1,3950*1722*1467,200903.0,2,,2.5,27.0
62669,2021-05-12,13.8,{},2021-05-20,2021-05-20,2021-05-12,12,71,431,1.37,1,1,4.0,0,5,2020-06-01,2020-06-17,779415.0,2.0,,1.5,11.0,1,14.59,1.0,2,2,57.0,13,2,,2.0,4.0,,1+2,4658*1800*1416,201905.0,1,,13.8,8.0
69530,2020-05-26,4.98,{},2020-05-28,2020-05-28,2020-05-26,3,140,12001,3.61,1,2,1.0,1,5,2017-12-01,2018-01-08,779416.0,2.0,2017.0,1.5,3.0,1,10.78,1.0,2,2,107.0,3,2,2018-12-26,1.0,4.0,3.0,1,4587*1825*1490,201703.0,1,,4.98,2.0
2586,2021-04-08,8.9,{},2021-04-20,2021-04-20,2021-04-08,5,67,1512,7.14,7,1,1.0,1,5,2016-09-01,2016-11-21,779416.0,2.0,2015.0,2.0,3.0,1,19.39,1.0,6,2,53.0,5,2,2021-03-31,1.0,4.0,3.0,1+2,4843*1856*1484,201503.0,1,,8.9,12.0
48093,2020-07-02,36.8,{},2020-07-13,2020-07-13,2020-07-02,20,459,8867,7.49,2,1,2.0,0,5,2014-03-01,2014-07-03,779412.0,3.0,2014.0,3.0,15.0,1,90.8,1.0,11,2,,48,1,,5.0,5.0,2.0,1+2,4839*1926*1758,201311.0,2,,36.8,11.0
22325,2020-10-28,8.6,{},2020-12-05,2020-12-05,2020-10-28,8,11,4846,7.19,2,7,2.0,0,5,2012-10-01,2013-02-21,779412.0,2.0,2011.0,1.8,31.0,1,21.88,1.0,6,2,,10,2,,2.0,4.0,3.0,1+2,4870*1834*1472,201104.0,1,2065-10-28,8.6,38.0
18752,2021-03-15,9.8,"{""2021-04-10"": ""9.58""}",2021-05-04,2021-05-04,2021-04-10,3,321,4212,7.91,2,14,2.0,0,5,2013-07-01,2014-01-10,779416.0,3.0,2012.0,2.0,9.0,1,29.28,1.0,3,2,,81,1,,2.0,5.0,2.0,1+2,4699*1930*1705,201206.0,1,,9.58,50.0
42540,2021-07-22,12.5,{},2021-07-23,2021-07-23,2021-07-22,2,82,1204,7.81,2,17,1.0,0,5,2016-01-01,2016-01-21,779415.0,2.0,2015.0,2.0,3.0,1,19.28,1.0,6,2,196.0,24,2,,1.0,4.0,3.0,1+2,4850*1825*1480,201501.0,1,,12.5,1.0
23599,2021-03-18,16.88,{},2021-03-29,2021-03-29,2021-03-18,66,312,1195,7.18,3,7,1.0,1,5,2016-12-01,2017-01-20,779416.0,2.0,2017.0,2.0,13.0,1,29.38,1.0,6,2,,75,2,2020-10-17,2.0,4.0,3.0,1+2,4730*1824*1426,201612.0,1,2055-03-17,16.88,11.0
1565,2021-07-04,3.2,{},2021-07-29,2021-07-29,2021-07-04,8,8,1128,8.2,3,1,2.0,1,5,2013-03-01,2013-05-21,779412.0,2.0,2013.0,1.6,6.0,1,9.83,1.0,2,2,,8,2,2013-06-04,1.0,4.0,3.0,1,4487*1706*1470,201303.0,1,,3.2,25.0
30424,2020-06-29,11.5,"{""2020-08-18"": ""11""}",2020-10-08,2020-10-08,2020-08-18,7,7,1273,5.52,5,14,1.0,1,5,2017-09-01,2017-10-31,779415.0,2.0,2017.0,2.0,20.0,1,15.78,1.0,5,2,44.0,7,1,2019-06-10,1.0,5.0,2.0,1+2,4384*1837*1612,,2,,11.0,101.0
62275,2020-07-30,12.2,{},2020-08-06,2020-08-06,2020-07-30,12,902,10967,4.89,1,17,2.0,0,5,2014-06-01,2014-09-05,779415.0,2.0,2014.0,2.4,22.0,1,25.98,1.0,6,2,768.0,16,4,,1.0,5.0,2.0,1+2,4995*1900*1560,201404.0,2,,12.2,7.0
30619,2020-09-24,2.2,{},2020-09-24,2020-09-24,2020-09-24,32,123,155,3.15,1,3,1.0,0,5,2014-12-01,2015-01-27,779415.0,2.0,2013.0,1.0,4.0,1,5.99,1.0,7,2,95.0,34,3,,1.0,5.0,2.0,,3570*1600*1470,201208.0,2,,2.2,0.0
72640,2020-07-03,5.6,"{""2020-07-18"": ""5.58"", ""2020-08-07"": ""5.38"", ""2020-08-15"": ""5.18""}",2020-08-19,2020-08-19,2020-08-15,8,208,644,10.18,4,35,2.0,1,5,2011-01-01,2011-01-28,779412.0,2.0,2011.0,1.4,31.0,1,14.98,1.0,2,2,356.0,8,3,2019-01-03,2.0,5.0,2.0,1+2,4199*1786*1479,201009.0,2,,5.18,47.0
600,2021-05-28,10.7,{},2021-06-15,2021-06-15,2021-05-28,18,300,558,5.09,1,1,2.0,0,5,2014-02-01,2014-04-14,779412.0,3.0,2013.0,1.6,13.0,1,31.1,1.0,2,2,225.0,20,3,,2.0,5.0,2.0,1+2,4324*1765*1458,201305.0,2,,10.7,18.0
73068,2021-03-20,14.5,"{""2021-05-05"": ""14.4"", ""2021-05-07"": ""14.38""}",2021-05-09,2021-05-09,2021-05-07,11,186,12554,3.56,1,13,4.0,0,5,2019-12-01,2020-01-20,779412.0,2.0,2020.0,1.4,16.0,1,18.92,1.0,2,2,165.0,12,3,,2.0,5.0,,1+2,4312*1785*1426,201910.0,2,,14.38,50.0
56397,2020-12-10,4.78,"{""2020-12-19"": ""4.69"", ""2020-12-22"": ""4.5""}",2020-12-30,2020-12-30,2020-12-22,5,31,10156,15.33,5,1,2.0,2,7,2009-05-01,2009-06-03,779416.0,2.0,2006.0,3.0,4.0,1,32.8,1.0,10,2,825.0,5,6,2020-12-02,1.0,5.0,2.0,1+2,5213*1847*1745,,1,,4.5,20.0
43227,2021-01-26,33.8,{},2021-03-05,2021-03-05,2021-01-26,30,143,8132,0.91,1,17,4.0,0,5,2020-07-01,2020-09-10,779418.0,2.0,2021.0,2.0,13.0,1,41.99,,3,2,481.0,32,1,,2.0,5.0,,1+2,4688*1902*1658,202006.0,1,,33.8,38.0
50212,2020-05-20,22.8,{},2020-06-07,2020-06-07,2020-05-20,46,612,9197,0.69,2,4,2.0,0,5,2019-09-01,2020-01-01,,,2018.0,2.0,19.0,1,28.18,1.0,5,2,301.0,50,1,,,,,1+2,4411*1900*1649,201808.0,2,,22.8,18.0
